indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,n_veranos,anio_ini,anio_fin,noches_posibles,nivel_partida,nivel_final,cambio_absoluto,pendiente_noches_anio,ic95_inf,ic95_sup,ic95_excluye_cero,r2,error_std,cerca_del_techo,posible_inhomogeneidad,salto_max_veranos,serie,fuente
1083B,SOPUERTA,BIZKAIA,177.0,43.2797,-3.1686,7.8,litoral,<200,10,2017,2026,81,0.0,2.0,2.0,0.3091,0.0518,0.5664,si,0.4896,0.1116,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:2;2026:4,AEMET
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,43.4286,-3.8314,4.8,litoral,<200,10,2017,2026,81,4.67,6.67,2.0,0.3636,-0.5756,1.3029,no,0.0906,0.4073,no,no,10.0,2017:0;2018:10;2019:4;2020:3;2021:1;2022:5;2023:1;2024:5;2025:4;2026:11,AEMET
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,43.5231,-5.6211,3.0,litoral,<200,8,2017,2024,81,1.0,3.0,2.0,0.4524,-0.0682,0.9729,no,0.4298,0.2127,no,no,3.0,2017:0;2018:2;2019:1;2020:0;2021:0;2022:2;2023:2;2024:5,AEMET
1297E,CERVANTES,LUGO,1020.0,42.7686,-7.0175,86.9,interior,800-1200,10,2017,2026,81,2.0,4.0,2.0,0.3152,-0.4262,1.0565,no,0.1073,0.3215,no,no,8.0,2017:3;2018:3;2019:0;2020:0;2021:0;2022:8;2023:0;2024:1;2025:6;2026:5,AEMET
1342X,RIBADEO,LUGO,43.0,43.5406,-7.0831,1.1,litoral,<200,10,2017,2026,81,0.0,2.0,2.0,0.3636,-0.0639,0.7912,no,0.3247,0.1854,no,si,6.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:2;2024:0;2025:0;2026:6,AEMET
2517A,FUENTE EL SOL,VALLADOLID,755.0,41.1728,-4.9397,247.9,interior,500-800,10,2017,2026,81,1.0,3.0,2.0,0.3273,0.022,0.6325,si,0.4332,0.1324,no,no,3.0,2017:1;2018:0;2019:2;2020:0;2021:0;2022:1;2023:1;2024:2;2025:2;2026:5,AEMET
2891A,VILLARINO DE LOS AIRES,SALAMANCA,690.0,41.2628,-6.4622,171.0,interior,500-800,9,2017,2026,81,2.33,4.33,2.0,0.1986,-0.33,0.7273,no,0.1014,0.2235,no,no,-3.0,2017:4;2018:3;2019:0;2020:3;2021:0;2023:1;2024:3;2025:6;2026:4,AEMET
4070Y,ABIA DE OBISPALIA,CUENCA,1020.0,40.0189,-2.3953,185.5,interior,800-1200,8,2017,2026,81,2.0,4.0,2.0,0.3742,-0.131,0.8793,no,0.3538,0.2064,no,no,-4.0,2017:3;2018:1;2019:2;2020:3;2022:6;2023:2;2025:3;2026:7,AEMET
0363X,SANT HILARI,GIRONA,810.0,41.8808,2.5133,31.5,interior,800-1200,10,2017,2026,81,0.0,1.67,1.67,0.2545,-0.0156,0.5246,no,0.3712,0.1171,no,si,4.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:1;2025:0;2026:4,AEMET
1442U,BOIRO,A CORUÑA,10.0,42.6439,-8.8922,3.7,litoral,<200,9,2017,2026,81,1.0,2.67,1.67,0.2952,-0.1617,0.7521,no,0.2501,0.1932,no,no,5.0,2017:0;2019:1;2020:2;2021:0;2022:1;2023:0;2024:3;2025:0;2026:5,AEMET
1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32.0,42.5847,-8.7747,1.4,litoral,<200,10,2017,2026,81,0.67,2.33,1.67,0.2303,-0.1058,0.5664,no,0.2378,0.1458,no,no,4.0,2017:1;2018:1;2019:0;2020:1;2021:0;2022:3;2023:1;2024:3;2025:0;2026:4,AEMET
2117D,ARANDA DE DUERO,BURGOS,790.0,41.6658,-3.7428,193.1,interior,500-800,10,2017,2026,81,0.0,1.67,1.67,0.2061,-0.0792,0.4913,no,0.2576,0.1237,no,no,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:3;2025:1;2026:1,AEMET
2507Y,RUEDA,VALLADOLID,724.0,41.4194,-4.9636,220.9,interior,500-800,10,2017,2026,81,1.33,3.0,1.67,0.2242,-0.2894,0.7379,no,0.1124,0.2228,no,no,6.0,2017:3;2018:0;2019:1;2020:1;2021:0;2022:6;2023:1;2024:2;2025:5;2026:2,AEMET
2536D,MORALES DEL TORO,ZAMORA,710.0,41.5483,-5.2714,211.0,interior,500-800,10,2017,2026,81,0.67,2.33,1.67,0.2182,-0.4016,0.8379,no,0.0761,0.2688,no,no,8.0,2017:1;2018:1;2019:0;2020:1;2021:0;2022:8;2023:0;2024:3;2025:2;2026:2,AEMET
2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916.0,42.5883,-5.6511,104.1,interior,800-1200,10,2017,2026,81,0.0,1.67,1.67,0.2364,0.0687,0.4041,si,0.569,0.0727,no,si,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:1;2025:2;2026:2,AEMET
5402,CÓRDOBA AEROPUERTO,CORDOBA,90.0,37.8489,-4.8467,130.8,interior,<200,10,2017,2026,81,22.67,24.33,1.67,0.0667,-1.9254,2.0587,no,0.0007,0.8639,no,no,18.0,2017:30;2018:18;2019:20;2020:35;2021:18;2022:36;2023:29;2024:21;2025:33;2026:19,AEMET
8270X,BICORP,VALENCIA,305.0,39.1336,-0.79,46.5,interior,200-500,8,2017,2026,81,21.33,23.0,1.67,0.4874,-1.3295,2.3044,no,0.067,0.7425,no,si,-18.0,2017:25;2018:22;2019:17;2022:25;2023:37;2024:19;2025:21;2026:29,AEMET
8486X,MOSQUERUELA,TERUEL,1515.0,40.3625,-0.4544,55.8,interior,>1200,10,2017,2026,81,0.33,2.0,1.67,0.3333,-0.1495,0.8162,no,0.2406,0.2094,no,no,6.0,2017:0;2018:0;2019:1;2020:0;2021:3;2022:0;2023:3;2024:0;2025:0;2026:6,AEMET
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,42.4522,-2.3311,93.9,interior,200-500,10,2017,2026,81,4.33,6.0,1.67,0.3879,-0.4823,1.2581,no,0.1167,0.3774,no,no,10.0,2017:4;2018:2;2019:7;2020:3;2021:0;2022:7;2023:3;2024:4;2025:2;2026:12,AEMET
9374X,SANTA EULALIA DEL CAMPO,TERUEL,1000.0,40.5667,-1.3208,129.9,interior,800-1200,8,2017,2026,81,0.0,1.67,1.67,0.2794,0.0314,0.5274,si,0.5588,0.1014,no,no,3.0,2017:0;2018:0;2019:0;2020:0;2021:1;2023:2;2024:0;2026:3,AEMET
9436X,FONFRÍA,TERUEL,1255.0,40.9953,-1.0875,141.5,interior,>1200,10,2017,2026,81,1.0,2.67,1.67,0.3576,-0.1624,0.8775,no,0.2392,0.2255,no,no,5.0,2017:0;2018:0;2019:3;2020:0;2021:2;2022:7;2023:3;2024:1;2025:4;2026:3,AEMET
9707,LLIMIANA,LLEIDA,515.0,42.0669,0.9072,80.4,interior,500-800,8,2017,2026,81,5.33,7.0,1.67,0.1222,-0.9014,1.1458,no,0.014,0.4183,no,no,-8.0,2017:9;2019:3;2020:4;2021:3;2022:5;2024:10;2025:2;2026:9,AEMET
9775X,EL SOLERÀS,LLEIDA,392.0,41.4136,0.6783,48.6,interior,200-500,10,2017,2026,81,20.33,22.0,1.67,0.5758,-0.9674,2.1189,no,0.0847,0.6692,no,no,14.0,2017:21;2018:15;2019:25;2020:12;2021:12;2022:23;2023:17;2024:18;2025:17;2026:31,AEMET
9935X,VALDERROBRES,TERUEL,483.0,40.8733,0.1464,47.0,interior,200-500,10,2017,2026,81,1.0,2.67,1.67,0.2606,0.0181,0.5031,si,0.4343,0.1051,no,si,-3.0,2017:0;2018:1;2019:2;2020:1;2021:2;2022:2;2023:3;2024:4;2025:1;2026:3,AEMET
C148F,SAN ANDRÉS Y SAUCES,SANTA CRUZ DE TENERIFE,362.0,28.8047,-17.7822,1.3,litoral,200-500,10,2017,2026,81,1.33,3.0,1.67,0.3758,-0.2884,1.0399,no,0.1754,0.288,no,no,7.0,2017:2;2018:0;2019:2;2020:0;2021:5;2022:1;2023:5;2024:0;2025:1;2026:8,AEMET
C317B,AGULO,SANTA CRUZ DE TENERIFE,765.0,28.1789,-17.2131,1.3,litoral,500-800,10,2017,2026,81,2.67,4.33,1.67,0.1515,-0.6623,0.9654,no,0.0225,0.3529,no,no,7.0,2017:7;2018:1;2019:0;2020:4;2021:9;2022:4;2023:5;2024:1;2025:8;2026:4,AEMET
C406G,"LA OROTAVA, CAÑADAS TEIDE",SANTA CRUZ DE TENERIFE,2150.0,28.2242,-16.6261,17.6,litoral,>1200,10,2017,2026,81,0.33,2.0,1.67,0.303,-0.0563,0.6623,no,0.321,0.1558,no,no,4.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:1;2023:4;2024:2;2025:0;2026:4,AEMET
C925F,"SAN ANDRÉS, VALVERDE",SANTA CRUZ DE TENERIFE,1070.0,27.7689,-17.9603,4.4,litoral,800-1200,8,2017,2026,81,8.0,9.67,1.67,0.1185,-1.5085,1.7455,no,0.0053,0.6649,no,no,-12.0,2017:16;2018:4;2019:4;2021:11;2022:16;2023:13;2024:5;2026:11,AEMET
0341X,TONA,BARCELONA,607.0,41.8469,2.2225,39.3,interior,500-800,8,2017,2024,81,0.33,1.67,1.33,0.2738,-0.2069,0.7545,no,0.2446,0.1965,no,no,4.0,2017:0;2018:1;2019:0;2020:0;2021:1;2022:0;2023:4;2024:1,AEMET
1069Y,"ABADIÑO, URKIOLA",BIZKAIA,747.0,43.0992,-2.6442,29.6,litoral,500-800,10,2017,2026,81,0.0,1.33,1.33,0.1939,-0.0126,0.4005,no,0.3694,0.0896,no,si,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:1;2025:0;2026:3,AEMET
1331A,CASTROPOL,ASTURIAS,40.0,43.5247,-7.0314,2.8,litoral,<200,8,2017,2026,81,0.0,1.33,1.33,0.2504,-0.1291,0.6299,no,0.3029,0.1551,no,si,4.0,2017:0;2018:0;2020:0;2022:0;2023:2;2024:0;2025:0;2026:4,AEMET
1495,VIGO AEROPUERTO,PONTEVEDRA,255.0,42.2386,-8.6239,13.7,litoral,200-500,10,2017,2026,81,1.67,3.0,1.33,0.097,-0.2925,0.4864,no,0.0396,0.1689,no,no,-4.0,2017:2;2018:3;2019:0;2020:3;2021:1;2022:4;2023:0;2024:3;2025:4;2026:2,AEMET
1740,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150.0,43.3772,-4.1244,3.7,litoral,<200,9,2017,2025,81,0.0,1.33,1.33,0.25,-0.0385,0.5385,no,0.375,0.122,no,no,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:3;2025:1,AEMET
2593D,VILLALÓN DE CAMPOS,VALLADOLID,782.0,42.0942,-5.0411,147.7,interior,500-800,9,2017,2025,81,0.0,1.33,1.33,0.2833,-0.1496,0.7162,no,0.255,0.183,no,no,4.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:4;2023:0;2024:3;2025:1,AEMET
2863C,PEDRAZA DE ALBA  ,SALAMANCA,897.0,40.7322,-5.3661,280.3,interior,800-1200,8,2017,2026,81,0.33,1.67,1.33,0.1534,-0.0593,0.3661,no,0.3416,0.0869,no,no,2.0,2017:1;2018:0;2019:0;2021:0;2023:0;2024:2;2025:1;2026:2,AEMET
5341C,FUENCALIENTE,CIUDAD REAL,710.0,38.4289,-4.3017,187.7,interior,500-800,9,2017,2026,81,2.67,4.0,1.33,0.2432,-0.796,1.2825,no,0.0419,0.4394,no,no,-9.0,2017:5;2018:2;2019:1;2020:5;2021:6;2023:14;2024:5;2025:5;2026:2,AEMET
9121X,HARO,LA RIOJA,465.0,42.5753,-2.8547,88.5,interior,200-500,9,2017,2026,81,1.33,2.67,1.33,0.3645,-0.1602,0.8892,no,0.2783,0.2219,no,no,4.0,2017:2;2018:0;2019:2;2020:1;2021:0;2022:4;2023:0;2024:2;2026:6,AEMET
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,42.4908,-1.2133,98.3,interior,500-800,8,2017,2026,81,3.67,5.0,1.33,0.1541,-0.9721,1.2804,no,0.0184,0.4603,no,no,10.0,2017:5;2019:4;2021:2;2022:6;2023:0;2024:3;2025:1;2026:11,AEMET
9381I,CALAMOCHA,TERUEL,884.0,40.9261,-1.2933,150.3,interior,800-1200,10,2017,2026,81,0.0,1.33,1.33,0.1939,0.0036,0.3843,si,0.4083,0.0825,no,si,3.0,2017:0;2018:0;2019:0;2020:1;2021:1;2022:1;2023:1;2024:1;2025:0;2026:3,AEMET
9394X,CALATAYUD,ZARAGOZA,582.0,41.3311,-1.6453,201.3,interior,500-800,10,2017,2026,81,5.0,6.33,1.33,0.2182,-0.6068,1.0432,no,0.0444,0.3578,no,no,10.0,2017:6;2018:3;2019:6;2020:6;2021:0;2022:10;2023:6;2024:9;2025:2;2026:8,AEMET
9751,SOPEIRA,HUESCA,760.0,42.3186,0.7469,80.0,interior,500-800,10,2017,2026,81,1.0,2.33,1.33,0.2667,-0.1401,0.6734,no,0.2222,0.1764,no,no,4.0,2017:1;2018:0;2019:2;2020:0;2021:0;2022:0;2023:4;2024:3;2025:0;2026:4,AEMET
9995Y,VALCARLOS/LUZAIDE,NAVARRA,334.0,43.0911,-1.3008,39.8,interior,200-500,10,2017,2026,81,0.33,1.67,1.33,0.2303,-0.1422,0.6028,no,0.2026,0.1615,no,si,5.0,2017:0;2018:0;2019:1;2020:1;2021:0;2022:1;2023:0;2024:0;2025:0;2026:5,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.0753,-15.5472,8.1,litoral,500-800,10,2017,2026,81,1.0,2.33,1.33,0.2303,-0.4146,0.8752,no,0.0781,0.2797,no,no,-6.0,2017:2;2018:1;2019:0;2020:2;2021:6;2022:5;2023:7;2024:1;2025:5;2026:1,AEMET
0106X,BALSARENY,BARCELONA,361.0,41.8664,1.8725,54.8,interior,200-500,9,2017,2026,81,1.67,2.67,1.0,0.25,-0.4352,0.9352,no,0.0962,0.2897,no,no,8.0,2017:3;2018:0;2019:2;2021:3;2022:0;2023:8;2024:1;2025:2;2026:5,AEMET
0349,SANT JULIÀ  DE VILATORTA,BARCELONA,578.0,41.9261,2.3175,42.4,interior,500-800,8,2017,2026,81,0.0,1.0,1.0,0.1806,-0.0406,0.4017,no,0.3995,0.0904,no,si,2.0,2017:0;2018:0;2021:0;2022:0;2023:2;2024:0;2025:1;2026:2,AEMET
1249X,OVIEDO,ASTURIAS,334.0,43.3533,-5.8739,25.1,litoral,200-500,10,2017,2026,81,0.0,1.0,1.0,0.1576,-0.1018,0.417,no,0.197,0.1125,no,no,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:1;2025:0;2026:2,AEMET
1387,A CORUÑA,A CORUÑA,57.0,43.3658,-8.4214,1.6,litoral,<200,10,2017,2026,81,1.0,2.0,1.0,0.2182,-0.1372,0.5735,no,0.2004,0.1541,no,no,4.0,2017:1;2018:0;2019:2;2020:0;2021:0;2022:0;2023:3;2024:2;2025:0;2026:4,AEMET
1387E,A CORUÑA AEROPUERTO,A CORUÑA,98.0,43.3069,-8.3719,8.1,litoral,<200,10,2017,2026,81,0.0,1.0,1.0,0.1818,-0.032,0.3956,no,0.3247,0.0927,no,si,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:1;2024:0;2025:0;2026:3,AEMET
1446X,MONTERROSO,LUGO,680.0,42.8097,-7.7683,79.0,interior,500-800,9,2018,2026,81,0.33,1.33,1.0,0.15,-0.4099,0.7099,no,0.0542,0.2367,no,no,5.0,2018:1;2019:0;2020:0;2021:0;2022:5;2023:0;2024:0;2025:3;2026:1,AEMET
1473A,PADRÓN,A CORUÑA,100.0,42.7383,-8.6272,17.9,litoral,<200,9,2017,2026,81,0.0,1.0,1.0,0.1297,0.0523,0.2071,si,0.6919,0.0327,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2023:0;2024:1;2025:1;2026:1,AEMET
1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,240.0,42.8761,-8.5558,33.0,interior,200-500,9,2017,2026,81,0.0,1.0,1.0,0.1258,-0.1957,0.4473,no,0.109,0.1359,no,no,3.0,2017:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:2;2025:0;2026:1,AEMET
1484C,PONTEVEDRA,PONTEVEDRA,113.0,42.4383,-8.6158,12.8,litoral,<200,10,2017,2026,81,1.33,2.33,1.0,0.1273,-0.1934,0.448,no,0.0948,0.1391,no,no,-3.0,2017:1;2018:3;2019:0;2020:0;2021:0;2022:2;2023:0;2024:2;2025:3;2026:2,AEMET
1489A,A LAMA,PONTEVEDRA,395.0,42.4069,-8.4511,24.7,litoral,200-500,10,2017,2026,81,0.33,1.33,1.0,0.1394,-0.1623,0.4411,no,0.1243,0.1308,no,no,-3.0,2017:0;2018:1;2019:0;2020:2;2021:1;2022:3;2023:0;2024:0;2025:1;2026:3,AEMET
2092,BURGO DE OSMA,SORIA,932.0,41.5894,-3.0869,195.8,interior,800-1200,10,2017,2026,81,0.0,1.0,1.0,0.1212,-0.0391,0.2815,no,0.2755,0.0695,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:2;2025:0;2026:1,AEMET
2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884.0,42.1053,-3.7678,146.8,interior,800-1200,9,2017,2025,81,1.0,2.0,1.0,0.2667,-0.2402,0.7735,no,0.1811,0.2143,no,no,5.0,2017:1;2018:0;2019:2;2020:2;2021:0;2022:5;2023:0;2024:3;2025:3,AEMET
2882D,PEÑAUSENDE,ZAMORA,1003.0,41.2389,-5.8975,213.1,interior,800-1200,10,2017,2026,81,5.67,6.67,1.0,0.0121,-1.2824,1.3066,no,0.0001,0.5614,no,no,-13.0,2017:12;2018:3;2019:2;2020:3;2021:1;2022:7;2023:2;2024:3;2025:15;2026:2,AEMET
8354X,ALBARRACÍN,TERUEL,1130.0,40.4197,-1.4414,130.4,interior,800-1200,10,2017,2026,81,0.33,1.33,1.0,0.1576,-0.0614,0.3766,no,0.2561,0.095,no,si,3.0,2017:1;2018:0;2019:0;2020:1;2021:1;2022:1;2023:2;2024:1;2025:0;2026:3,AEMET
8489X,VILLAFRANCA DEL CID/VILAFRANCA,CASTELLON,1130.0,40.4333,-0.2556,47.8,interior,800-1200,10,2017,2026,81,0.33,1.33,1.0,0.1758,-0.0357,0.3872,no,0.3146,0.0917,no,si,3.0,2017:0;2018:0;2019:1;2020:0;2021:1;2022:0;2023:1;2024:1;2025:0;2026:3,AEMET
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,42.6706,-2.3461,70.0,interior,500-800,10,2017,2026,81,1.67,2.67,1.0,0.2121,-0.2859,0.7102,no,0.1076,0.216,no,no,5.0,2017:1;2018:0;2019:4;2020:1;2021:0;2022:1;2023:0;2024:1;2025:1;2026:6,AEMET
9262,PAMPLONA,NAVARRA,450.0,42.8178,-1.6383,53.9,interior,200-500,8,2017,2025,81,3.67,4.67,1.0,0.2824,-0.3168,0.8816,no,0.1814,0.2449,no,no,6.0,2017:3;2018:3;2019:5;2021:2;2022:8;2023:4;2024:4;2025:6,AEMET
9638D,COLL DE NARGÓ,LLEIDA,609.0,42.1544,1.3119,49.4,interior,500-800,10,2017,2026,81,0.0,1.0,1.0,0.1576,-0.0891,0.4042,no,0.2134,0.107,no,no,2.0,2017:0;2018:0;2019:0;2020:1;2021:0;2022:1;2023:3;2024:2;2025:0;2026:1,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.3083,-16.4997,11.5,litoral,>1200,10,2017,2026,81,0.33,1.33,1.0,0.1697,-0.1029,0.4423,no,0.2048,0.1182,no,no,3.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:0;2023:3;2024:2;2025:0;2026:2,AEMET
0394X,LA VALL DE BIANYA,GIRONA,350.0,42.2106,2.4719,13.4,litoral,200-500,10,2017,2026,81,0.33,1.0,0.67,0.2303,-0.2415,0.7021,no,0.1367,0.2046,no,si,6.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:0;2023:6;2024:0;2025:1;2026:2,AEMET
1174I,"CILLORIGO DE LIÉBANA, TAMA",CANTABRIA,250.0,43.1828,-4.6017,23.0,litoral,200-500,10,2017,2026,81,0.33,1.0,0.67,0.1273,-0.113,0.3675,no,0.1572,0.1042,no,si,3.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:0;2023:1;2024:0;2025:0;2026:3,AEMET
1203D,COLUNGA,ASTURIAS,30.0,43.4922,-5.2472,0.6,litoral,<200,9,2017,2025,81,0.67,1.33,0.67,0.0833,-0.1893,0.356,no,0.0694,0.1153,no,no,2.0,2017:0;2018:1;2019:1;2020:0;2021:0;2022:0;2023:2;2024:2;2025:0,AEMET
1302F,DEGAÑA,ASTURIAS,1310.0,42.9553,-6.4725,65.0,interior,>1200,10,2017,2026,81,0.0,0.67,0.67,0.1152,-0.0405,0.2708,no,0.2668,0.0675,no,si,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:2,AEMET
1466A,SILLEDA,PONTEVEDRA,435.0,42.7008,-8.2578,44.2,interior,200-500,10,2017,2026,81,0.67,1.33,0.67,0.1152,-0.1659,0.3962,no,0.1004,0.1219,no,no,3.0,2017:1;2018:1;2019:0;2020:0;2021:0;2022:3;2023:0;2024:0;2025:2;2026:2,AEMET
1631E,A POBRA DE TRIVES,OURENSE,840.0,42.3394,-7.2825,78.3,interior,800-1200,9,2017,2026,81,0.0,0.67,0.67,0.1333,-0.0856,0.3523,no,0.2286,0.0926,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2024:0;2025:0;2026:2,AEMET
2166Y,PEÑAFIEL,VALLADOLID,756.0,41.5931,-4.1247,199.9,interior,500-800,9,2017,2026,81,0.33,1.0,0.67,0.1333,-0.1142,0.3808,no,0.1882,0.1047,no,si,3.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:3;2024:1;2025:1;2026:1,AEMET
2374X,CARRIÓN DE LOS CONDES,PALENCIA,830.0,42.3508,-4.6172,115.6,interior,800-1200,10,2017,2026,81,0.0,0.67,0.67,0.0727,-0.1465,0.2919,no,0.0682,0.0951,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:2;2025:0;2026:0,AEMET
2462,PUERTO DE NAVACERRADA,MADRID,1892.0,40.7933,-4.0108,289.1,interior,>1200,10,2017,2026,81,0.33,1.0,0.67,0.1091,-0.1605,0.3786,no,0.0982,0.1169,no,no,3.0,2017:0;2018:1;2019:0;2020:1;2021:0;2022:3;2023:2;2024:1;2025:2;2026:0,AEMET
2755X,BENAVENTE,ZAMORA,715.0,42.0108,-5.6667,166.3,interior,500-800,10,2017,2026,81,0.67,1.33,0.67,0.0727,-0.2814,0.4268,no,0.0273,0.1536,no,no,4.0,2017:2;2018:0;2019:0;2020:0;2021:0;2022:4;2023:0;2024:2;2025:1;2026:1,AEMET
2916A,VITIGUDINO,SALAMANCA,769.0,41.0114,-6.4378,189.5,interior,500-800,10,2017,2026,81,1.0,1.67,0.67,0.1333,-0.3818,0.6484,no,0.0426,0.2234,no,no,6.0,2017:1;2018:2;2019:0;2020:0;2021:0;2022:6;2023:0;2024:0;2025:3;2026:2,AEMET
2946X,SAELICES EL CHICO,SALAMANCA,680.0,40.635,-6.6,210.1,interior,500-800,9,2017,2026,81,0.67,1.33,0.67,0.1095,-0.1865,0.4054,no,0.0985,0.1252,no,no,3.0,2017:1;2018:1;2019:0;2020:0;2022:3;2023:0;2024:0;2025:2;2026:2,AEMET
3111D,SOMOSIERRA,MADRID,1454.0,41.1358,-3.5803,248.5,interior,>1200,8,2017,2025,81,0.0,0.67,0.67,0.1167,-0.016,0.2493,no,0.4356,0.0542,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2022:1;2023:1;2024:0;2025:1,AEMET
9069C,MIRANDA DE EBRO,BURGOS,460.0,42.6872,-2.9606,74.8,interior,200-500,10,2017,2026,81,0.33,1.0,0.67,0.1273,-0.113,0.3675,no,0.1572,0.1042,no,si,3.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:3,AEMET
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,42.8719,-2.7328,55.2,interior,500-800,10,2017,2026,81,0.0,0.67,0.67,0.1091,-0.0361,0.2543,no,0.2727,0.063,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:2,AEMET
9141V,NÁJERA,LA RIOJA,500.0,42.4142,-2.7267,102.7,interior,500-800,10,2017,2026,81,0.67,1.33,0.67,0.1697,-0.1851,0.5245,no,0.132,0.1539,no,no,4.0,2017:1;2018:0;2019:1;2020:0;2021:0;2022:3;2023:1;2024:0;2025:0;2026:4,AEMET
9354X,ALHAMA DE ARAGON,ZARAGOZA,703.0,41.2931,-1.8953,215.2,interior,500-800,10,2017,2026,81,2.67,3.33,0.67,0.1273,-0.323,0.5775,no,0.0504,0.1953,no,no,-4.0,2017:4;2018:0;2019:4;2020:1;2021:0;2022:4;2023:2;2024:4;2025:2;2026:4,AEMET
9726E,LLORAC,TARRAGONA,657.0,41.5572,1.3094,44.9,interior,500-800,9,2017,2026,81,0.0,0.67,0.67,0.0792,-0.0234,0.1818,no,0.3223,0.0434,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2024:1;2025:1;2026:0,AEMET
0061X,PONTONS,BARCELONA,632.0,41.4169,1.5192,25.3,litoral,500-800,9,2018,2026,81,1.0,1.33,0.33,0.0667,-0.3286,0.462,no,0.0222,0.1671,no,no,3.0,2018:2;2019:1;2020:0;2021:0;2022:3;2023:2;2024:0;2025:3;2026:1,AEMET
0341,TONA (ESCOLA),BARCELONA,607.0,41.8469,2.2225,39.3,interior,500-800,8,2017,2025,81,0.33,0.67,0.33,0.1081,-0.1374,0.3536,no,0.1622,0.1003,no,no,2.0,2017:0;2018:1;2019:0;2020:0;2021:1;2022:0;2024:0;2025:2,AEMET
1179B,CABRALES,ASTURIAS,458.0,43.3111,-4.8528,13.1,litoral,200-500,8,2017,2026,81,0.0,0.33,0.33,0.021,-0.0983,0.1403,no,0.03,0.0488,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2026:0,AEMET
1199X,"PILOÑA, BARGAÉU",ASTURIAS,280.0,43.3778,-5.3967,16.9,litoral,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0424,-0.0354,0.1202,no,0.165,0.0337,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:1;2026:0,AEMET
1221D,PAJARES-VALGRANDE,ASTURIAS,1480.0,42.9786,-5.7764,64.0,interior,>1200,10,2017,2026,81,0.0,0.33,0.33,0.0606,-0.0416,0.1628,no,0.1894,0.0443,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:1,AEMET
1272B,"TINEO, SOUTU",ASTURIAS,280.0,43.2903,-6.3867,28.8,litoral,200-500,10,2017,2026,81,0.67,1.0,0.33,0.0424,-0.1448,0.2297,no,0.033,0.0812,no,si,2.0,2017:0;2018:2;2019:0;2020:0;2021:0;2022:0;2023:0;2024:1;2025:1;2026:1,AEMET
